Material,Batch,End Date,Period,Year,U.O.M.,Theoretical Yield,G.R.Qty,Total Input in ML,QC Qty (ML),Theoretical Yield(ML),G.R.Qty(ML),Waste in ML,% Waste loss,Waste Total Cost
QY7604W,6903893,11/03/2024,3,2024,PLT,343.217,299,61905,126,61779.06,53820,7959.06,12.9,117
LF1420H,6903903,11/03/2024,3,2024,PLT,221.742,189,42226,95,42130.98,35910,6220.98,14.8,83.36
HC6613Q,6903913,11/03/2024,3,2024,PLT,1154.383,1083,207932.972,144,207788.94,194940,12848.94,6.2,227.43
JW3722P,6903923,11/03/2024,3,2024,PLT,291.449,226,52550.753,90,52460.82,40680,11780.82,22.5,334.58
JW3722P,6903933,11/03/2024,3,2024,PLT,291.449,220,52550.753,90,52460.82,39600,12860.82,24.5,365.25
YA1133E,6903943,11/03/2024,3,2024,PLT,124.638,106,22524.82,90,22434.84,19080,3354.84,15,62.74
MB2032F,6903953,14/03/2024,3,2024,PLT,905.563,856,164261.25,1260,163001.34,154080,8921.34,5.5,140.96
GC3069E,6903963,14/03/2024,3,2024,PLT,86.03,67,17295.675,950,16345.7,12730,3615.7,22.1,66.53
VS9358F,6903973,14/03/2024,3,2024,PLT,1081.067,620,196572,1980,194592.06,111600,82992.06,42.6,1203.38
BY2563M,6903983,14/03/2024,3,2024,PLT,79.5,75,16055,950,15105,14250,855,5.7,12.4
JM1441K,6903993,14/03/2024,3,2024,PLT,1865.131,1633,337163.49,1440,335723.58,293940,41783.58,12.4,651.82
JM1441K,6904003,14/03/2024,3,2024,PLT,1865.131,1770,337163.49,1440,335723.58,318600,17123.58,5.1,267.13
ON0348A,6904013,14/03/2024,3,2024,PLT,969.895,920,175841.16,1260,174581.1,165600,8981.1,5.1,159.86
UL5050K,6904023,14/03/2024,3,2024,PLT,298.804,266,54684.75,900,53784.72,47880,5904.72,11,90.93
HY6856M,6904033,14/03/2024,3,2024,PLT,115.375,111,22871.3,950,21921.25,21090,831.25,3.8,14.96
CI3726D,6904043,14/03/2024,3,2024,PLT,941.986,851,169683.42,126,169557.48,153180,16377.48,9.7,293.16
BV5115K,6904053,14/03/2024,3,2024,PLT,83.277,72,21781.9,130,21652.02,18720,2932.02,13.5,34.89
CT1716F,6904063,14/03/2024,3,2024,PLT,908.957,84,163738.2,126,163612.26,15120,148492.26,90.8,2257.08
RF4956X,6904073,14/03/2024,3,2024,PLT,606.78,558,109346.322,126,109220.4,100440,8780.4,8,138.73
SZ5543Q,6904083,14/03/2024,3,2024,PLT,241.453,77,43605.5,144,43461.54,13860,29601.54,68.1,734.12
VF5276R,6904093,14/03/2024,3,2024,PLT,911.977,678,164281.8,126,164155.86,122040,42115.86,25.7,669.64
YW6837P,6904103,14/03/2024,3,2024,PLT,419.823,362,109336,182,109153.98,94120,15033.98,13.8,199.95
YW6837P,6904113,14/03/2024,3,2024,PLT,419.823,249,109336,182,109153.98,64740,44413.98,40.7,590.71
YW6837P,6904123,14/03/2024,3,2024,PLT,419.823,360,109336,182,109153.98,93600,15553.98,14.2,206.87
YW6837P,6904133,14/03/2024,3,2024,PLT,419.823,347,109336,182,109153.98,90220,18933.98,17.3,251.82
VL0646O,6904143,14/03/2024,3,2024,PLT,208.508,0,41801.514,100,41701.6,0,41701.6,100,2485.42
RJ0828L,6904153,14/03/2024,3,2024,PLT,1151.367,0,207390,144,207246.06,0,207246.06,100,2424.78
TC8027C,6904163,14/03/2024,3,2024,PLT,137.921,128,26300,95,26204.99,24320,1884.99,7.2,23.94
NK7339N,6904173,14/03/2024,3,2024,PLT,143.815,130,25976.75,90,25886.7,23400,2486.7,9.6,34.07
NH7826U,6904183,14/03/2024,3,2024,PLT,1163,1119,209484,144,209340,201420,7920,3.8,117.22
JQ7006J,6904193,14/03/2024,3,2024,PLT,1588.954,1503,415208,2080,413128.04,390780,22348.04,5.4,214.54
JQ7006J,6904203,14/03/2024,3,2024,PLT,1588.954,1486,415208,2080,413128.04,386360,26768.04,6.5,256.97
IY0225F,6904213,14/03/2024,3,2024,PLT,1655.737,1622,316110,1520,314590.03,308180,6410.03,2,79.48
WK5752N,6904223,14/03/2024,3,2024,PLT,137.9,132,26296,95,26201,25080,1121,4.3,13.12
UU5151Q,6904233,14/03/2024,3,2024,PLT,94.165,84,17986.365,95,17891.35,15960,1931.35,10.8,25.49
FG2953V,6904243,14/03/2024,3,2024,PLT,1221.872,1005,220081,144,219936.96,180900,39036.96,17.7,772.93
JM1433T,6904253,14/03/2024,3,2024,PLT,134.105,117,25575,95,25479.95,22230,3249.95,12.8,36.07
IV4575J,6904263,14/03/2024,3,2024,PLT,137.855,115,26287.5,95,26192.45,21850,4342.45,16.6,49.5
KA5110O,6904273,14/03/2024,3,2024,PLT,172.616,123,32892,95,32797.04,23370,9427.04,28.7,163.09
JU8568U,6904283,14/03/2024,3,2024,PLT,331.461,316,63110.55,133,62977.59,60040,2937.59,4.7,34.96
PX8242U,6904293,14/03/2024,3,2024,PLT,109.593,108,20917.6,95,20822.67,20520,302.67,1.5,4.36
MK4982E,6904303,14/03/2024,3,2024,PLT,37.595,33,7200,57,7143.05,6270,873.05,12.2,12.05
EJ7514O,6904313,14/03/2024,3,2024,PLT,137.658,132,26250,95,26155.02,25080,1075.02,4.1,13.12
QP6157U,6904323,14/03/2024,3,2024,PLT,92.764,82,17720.12,95,17625.16,15580,2045.16,11.6,23.93
XC0105N,6904333,14/03/2024,3,2024,PLT,145.799,130,27796.75,95,27701.81,24700,3001.81,10.8,85.55
RD5975P,6904343,14/03/2024,3,2024,PLT,332.445,320,59966.11,126,59840.1,57600,2240.1,3.7,64.74
RD5975P,6904353,14/03/2024,3,2024,PLT,332.445,295,59966.11,126,59840.1,53100,6740.1,11.3,194.79
ZW1189Q,6904363,14/03/2024,3,2024,PLT,135.638,125,25866.145,95,25771.22,23750,2021.22,7.8,28.7
XO8348Z,6904373,14/03/2024,3,2024,PLT,1164.971,1075,209838.7,144,209694.78,193500,16194.78,7.7,259.12
KG5732C,6904383,14/03/2024,3,2024,PLT,649.432,614,123525.058,133,123392.08,116660,6732.08,5.5,146.76
KG5732C,6904393,14/03/2024,3,2024,PLT,649.432,538,123525.058,133,123392.08,102220,21172.08,17.2,461.55
KG5732C,6904403,14/03/2024,3,2024,PLT,649.432,0,123525.058,133,123392.08,0,123392.08,100,2689.95
PT4146F,6904413,14/03/2024,3,2024,PLT,870.364,0,157925.492,1260,156665.52,0,156665.52,100,2678.98
PT4146F,6904423,14/03/2024,3,2024,PLT,870.364,834,157925.492,1260,156665.52,150120,6545.52,4.2,111.93
PT4146F,6904433,14/03/2024,3,2024,PLT,870.364,854,157925.492,1260,156665.52,153720,2945.52,1.9,50.37
PT4146F,6904443,14/03/2024,3,2024,PLT,870.364,716,157925.492,1260,156665.52,128880,27785.52,17.7,475.13
SQ5254G,6904453,14/03/2024,3,2024,PLT,58.117,38,10515.01,54,10461.06,6840,3621.06,34.6,46.35
SQ5254G,6904463,14/03/2024,3,2024,PLT,116.333,101,21030.02,90,20939.94,18180,2759.94,13.2,35.33
VC9503G,6904473,14/03/2024,3,2024,PLT,145.824,129,26338.25,90,26248.32,23220,3028.32,11.5,37.55
SA2071C,6904483,14/03/2024,3,2024,PAK,698.229,616,118920,221,118698.93,104720,13978.93,11.8,294.96
YQ5607V,6904493,15/03/2024,3,2024,PLT,1214.589,1070,220066,1440,218626.02,192600,26026.02,11.9,543.94
CI3726D,6904503,15/03/2024,3,2024,PLT,941.986,885,169683.42,126,169557.48,159300,10257.48,6,183.61
WS4394K,6904513,15/03/2024,3,2024,PLT,208.312,176,54291.165,130,54161.12,45760,8401.12,15.5,99.13
MS4740W,6904523,15/03/2024,3,2024,PLT,809.674,792,145867.29,126,145741.32,142560,3181.32,2.2,60.13
YW6837P,6904533,15/03/2024,3,2024,PLT,419.823,277,109336,182,109153.98,72020,37133.98,34,493.88
YW6837P,6904543,15/03/2024,3,2024,PLT,419.823,347,109336,182,109153.98,90220,18933.98,17.3,251.82
YW6837P,6904553,15/03/2024,3,2024,PLT,419.823,317,109336,182,109153.98,82420,26733.98,24.5,355.56
RJ0828L,6904563,15/03/2024,3,2024,PLT,1151.367,1023,207390,144,207246.06,184140,23106.06,11.1,270.34
MG2341V,6904573,15/03/2024,3,2024,PLT,343.502,318,61956.4,126,61830.36,57240,4590.36,7.4,55.08
JQ7006J,6904583,15/03/2024,3,2024,PLT,1588.954,1415,415208,2080,413128.04,367900,45228.04,10.9,434.19
ER5186B,6904593,15/03/2024,3,2024,PLT,806.537,744,153375,133,153242.03,141360,11882.03,7.8,120.01
ER5186B,6904603,15/03/2024,3,2024,PLT,806.537,831,153375,133,153242.03,157890,4647.97,-3,-46.94
GE2425T,6904613,15/03/2024,3,2024,PLT,139.703,126,26638.5,95,26543.57,23940,2603.57,9.8,29.94
GE2425T,6904623,15/03/2024,3,2024,PLT,139.703,0,26638.5,95,26543.57,0,26543.57,100,305.25
GE2425T,6904633,15/03/2024,3,2024,PLT,139.703,136,26638.5,95,26543.57,25840,703.57,2.7,8.09
RO7331C,6904643,15/03/2024,3,2024,PLT,2365.667,2300,426108,288,425820.06,414000,11820.06,2.8,144.2
NI2398W,6904653,15/03/2024,3,2024,PLT,147.518,126,26643.25,90,26553.24,22680,3873.24,14.6,58.49
AB1535W,6904663,15/03/2024,3,2024,PLT,136.461,129,26022.5,95,25927.59,24510,1417.59,5.5,16.02
BP3944H,6904673,15/03/2024,3,2024,PLT,918.378,910,203583.08,1540,202043.16,200200,1843.16,0.9,21.75
BP3944H,6904683,15/03/2024,3,2024,PLT,918.378,853,203583.08,1540,202043.16,187660,14383.16,7.1,169.72
BP3944H,6904693,15/03/2024,3,2024,PLT,918.378,857,203583.08,1540,202043.16,188540,13503.16,6.7,159.34
IG7072I,6904703,15/03/2024,3,2024,PLT,1124.426,958,213774,133,213640.94,182020,31620.94,14.8,531.23
UI0963J,6904713,15/03/2024,3,2024,PLT,119.709,66,22839.7,95,22744.71,12540,10204.71,44.9,182.66
AG3531A,6904723,15/03/2024,3,2024,PLT,147.719,143,28161.65,95,28066.61,27170,896.61,3.2,9.59
JU8568U,6904733,15/03/2024,3,2024,PLT,331.461,315,63110.55,133,62977.59,59850,3127.59,5,37.22
IJ9081N,6904743,15/03/2024,3,2024,PLT,78.583,63,15025.68,95,14930.77,11970,2960.77,19.8,42.34
EM2837I,6904753,15/03/2024,3,2024,PLT,93.137,72,17791.01,95,17696.03,13680,4016.03,22.7,56.22
KP0430R,6904763,15/03/2024,3,2024,PLT,113.609,80,26314,184,26130.07,18400,7730.07,29.6,149.96
HB4287V,6904773,15/03/2024,3,2024,PLT,1817.217,890,418144,184,417959.91,204700,213259.91,51,3561.44
HB4287V,6904783,15/03/2024,3,2024,PLT,1817.217,1459,418144,184,417959.91,335570,82389.91,19.7,1375.91
QY7604W,6904793,15/03/2024,3,2024,PLT,343.217,289,61905,126,61779.06,52020,9759.06,15.8,143.46
OR0171G,6904803,15/03/2024,3,2024,PLT,2303.244,1885,414872,288,414583.92,339300,75283.92,18.2,1633.66
KG5732C,6904813,15/03/2024,3,2024,PLT,649.432,668,123525.058,133,123392.08,126920,3527.92,-2.9,-76.91
KG5732C,6904823,15/03/2024,3,2024,PLT,649.432,588,123525.058,133,123392.08,111720,11672.08,9.5,254.45
KG5732C,6904833,15/03/2024,3,2024,PLT,649.432,500,123525.058,133,123392.08,95000,28392.08,23,618.95
YJ1010S,6904843,15/03/2024,3,2024,PLT,1085.926,1117,206478,152,206325.94,212230,5904.06,-2.9,-63.76
NO4982Q,6904853,15/03/2024,3,2024,PLT,93.628,82,17884.34,95,17789.32,15580,2209.32,12.4,26.07
UY7440L,6904863,15/03/2024,3,2024,PLT,352.974,311,63733.394,198,63535.32,55980,7555.32,11.9,179.82
SX0386C,6904873,15/03/2024,3,2024,PAK,938,807,159579,119,159460,137190,22270,14,483.26
SX0386C,6904883,15/03/2024,3,2024,PAK,938,670,159579,119,159460,113900,45560,28.6,988.65
SX0386C,6904893,15/03/2024,3,2024,PAK,938,183,159579,119,159460,31110,128350,80.5,2785.2
BT2341N,6904903,15/03/2024,3,2024,PAK,119.441,100,20390,85,20304.97,17000,3304.97,16.3,36.69
DY9426M,6904913,15/03/2024,3,2024,PAK,1256.424,480,213728,136,213592.08,81600,131992.08,61.8,1755.49
DY9426M,6904923,15/03/2024,3,2024,PAK,1256.424,891,213728,136,213592.08,151470,62122.08,29.1,826.22
JM1441K,6904933,16/03/2024,3,2024,PLT,1865.131,1750,337163.49,1440,335723.58,315000,20723.58,6.2,323.29
JM1441K,6904943,16/03/2024,3,2024,PLT,1865.131,1605,337163.49,1440,335723.58,288900,46823.58,13.9,730.45
ON0348A,6904953,16/03/2024,3,2024,PLT,969.895,918,175841.16,1260,174581.1,165240,9341.1,5.4,166.27
YQ5607V,6904963,16/03/2024,3,2024,PLT,1214.589,912,220066,1440,218626.02,164160,54466.02,24.9,1138.34
HY6856M,6904973,16/03/2024,3,2024,PLT,115.375,90,22871.3,950,21921.25,17100,4821.25,22,86.78
XN9390W,6904983,16/03/2024,3,2024,PLT,303.136,246,54654.5,90,54564.48,44280,10284.48,18.8,140.9
XN9390W,6904993,16/03/2024,3,2024,PLT,303.136,248,54654.5,90,54564.48,44640,9924.48,18.2,135.97
VF5276R,6905003,16/03/2024,3,2024,PLT,911.977,750,164281.8,126,164155.86,135000,29155.86,17.8,463.58
UM2930G,6905013,16/03/2024,3,2024,PLT,123.621,84,22341.8,90,22251.78,15120,7131.78,32.1,151.19
YW6837P,6905023,16/03/2024,3,2024,PLT,419.823,374,109336,182,109153.98,97240,11913.98,10.9,158.46
EG2772G,6905033,16/03/2024,3,2024,PLT,944.314,854,170102.46,126,169976.52,153720,16256.52,9.6,248.72
UB1695Q,6905043,16/03/2024,3,2024,PAK,130.796,103,22320.4,85,22235.32,17510,4725.32,21.3,92.14
GF2716Q,6905053,16/03/2024,3,2024,PLT,1719.317,1547,310917,1440,309477.06,278460,31017.06,10,372.2
NH7826U,6905063,16/03/2024,3,2024,PLT,1163,1144,209484,144,209340,205920,3420,1.6,50.62
OL2692A,6905073,16/03/2024,3,2024,PLT,1169.511,1180,210656,144,210511.98,212400,1888.02,-0.9,-25.49
JA5366D,6905083,16/03/2024,3,2024,PLT,369.78,308,66686.4,126,66560.4,55440,11120.4,16.7,132.33
JQ7006J,6905093,16/03/2024,3,2024,PLT,1588.954,1429,415208,2080,413128.04,371540,41588.04,10.1,399.25
UF3027B,6905103,16/03/2024,3,2024,PLT,137.03,131,26130.75,95,26035.7,24890,1145.7,4.4,16.96
AY2463C,6905113,16/03/2024,3,2024,PLT,136.237,131,25980,95,25885.03,24890,995.03,3.8,10.35
BP3944H,6905123,16/03/2024,3,2024,PLT,918.378,814,203583.08,1540,202043.16,179080,22963.16,11.4,270.97
BP3944H,6905133,16/03/2024,3,2024,PLT,918.378,807,203583.08,1540,202043.16,177540,24503.16,12.1,289.14
BP3944H,6905143,16/03/2024,3,2024,PLT,918.378,884,203583.08,1540,202043.16,194480,7563.16,3.7,89.25
VL2221U,6905153,16/03/2024,3,2024,PLT,129.075,126,25915,100,25815,25200,615,2.4,7.2
JH5406A,6905163,16/03/2024,3,2024,PLT,907.217,867,163425,126,163299.06,156060,7239.06,4.4,154.92
QP6157U,6905173,16/03/2024,3,2024,PLT,92.764,84,17720.12,95,17625.16,15960,1665.16,9.4,19.48
RD5975P,6905183,16/03/2024,3,2024,PLT,332.445,322,59966.11,126,59840.1,57960,1880.1,3.1,54.33
RD5975P,6905193,16/03/2024,3,2024,PLT,332.445,315,59966.11,126,59840.1,56700,3140.1,5.2,90.75
HX0395S,6905203,16/03/2024,3,2024,PLT,113.126,84,26134,115,26018.98,19320,6698.98,25.7,115.22
PT4146F,6905213,16/03/2024,3,2024,PLT,870.364,819,157925.492,1260,156665.52,147420,9245.52,5.9,158.1
PT4146F,6905223,16/03/2024,3,2024,PLT,870.364,669,157925.492,1260,156665.52,120420,36245.52,23.1,619.8
LT0923X,6905233,16/03/2024,3,2024,PLT,209.984,194,42096.8,100,41996.8,38800,3196.8,7.6,44.12
JY8910V,6905243,16/03/2024,3,2024,PLT,285.725,226,51520.451,90,51430.5,40680,10750.5,20.9,252.64
YA1133E,6905253,16/03/2024,3,2024,PLT,124.638,86,22524.82,90,22434.84,15480,6954.84,31,130.06
SA2071C,6905263,16/03/2024,3,2024,PAK,698.229,618,118920,221,118698.93,105060,13638.93,11.5,287.78
BS9035V,6905273,16/03/2024,3,2024,PAK,665.618,635,113274,119,113155.06,107950,5205.06,4.6,132.73
BS9035V,6905283,16/03/2024,3,2024,PAK,665.618,630,113274,119,113155.06,107100,6055.06,5.4,154.4
BS9035V,6905293,16/03/2024,3,2024,PAK,665.618,688,113274,119,113155.06,116960,3804.94,-3.4,-97.03
BS9035V,6905303,16/03/2024,3,2024,PAK,665.618,600,113274,119,113155.06,102000,11155.06,9.9,284.45
JM1441K,6905313,17/03/2024,3,2024,PLT,1865.131,1651,337163.49,1440,335723.58,297180,38543.58,11.5,601.28
JM1441K,6905323,17/03/2024,3,2024,PLT,1865.131,1721,337163.49,1440,335723.58,309780,25943.58,7.7,404.72
ON0348A,6905333,17/03/2024,3,2024,PLT,969.895,888,175841.16,1260,174581.1,159840,14741.1,8.4,262.39
ON0348A,6905343,17/03/2024,3,2024,PLT,969.895,0,175841.16,1260,174581.1,0,174581.1,100,3107.54
MS4740W,6905353,17/03/2024,3,2024,PLT,809.674,772,145867.29,126,145741.32,138960,6781.32,4.7,128.17
DM9609U,6905363,17/03/2024,3,2024,PLT,124.415,113,28730.5,115,28615.45,25990,2625.45,9.2,55.4
YW6837P,6905373,17/03/2024,3,2024,PLT,419.823,312,109336,182,109153.98,81120,28033.98,25.7,372.85
YW6837P,6905383,17/03/2024,3,2024,PLT,419.823,362,109336,182,109153.98,94120,15033.98,13.8,199.95
YW6837P,6905393,17/03/2024,3,2024,PLT,419.823,324,109336,182,109153.98,84240,24913.98,22.8,331.36
GV4710J,6905403,17/03/2024,3,2024,PLT,106.204,94,20273.831,95,20178.76,17860,2318.76,11.5,45.45
EG2772G,6905413,17/03/2024,3,2024,PLT,943.914,875,170102.46,198,169904.52,157500,12404.52,7.3,189.79
CK8573T,6905423,17/03/2024,3,2024,PLT,120.746,104,21824.2,90,21734.28,18720,3014.28,13.9,51.85
JQ7006J,6905433,17/03/2024,3,2024,PLT,1588.954,1427,415208,2080,413128.04,371020,42108.04,10.2,404.24
JQ7006J,6905443,17/03/2024,3,2024,PLT,1588.954,1484,415208,2080,413128.04,385840,27288.04,6.6,261.97
GE2425T,6905453,17/03/2024,3,2024,PLT,139.703,130,26638.5,95,26543.57,24700,1843.57,6.9,21.2
RO7331C,6905463,17/03/2024,3,2024,PLT,2365.667,2400,426108,288,425820.06,432000,6179.94,-1.5,-75.4
AB1535W,6905473,17/03/2024,3,2024,PLT,136.461,128,26022.5,95,25927.59,24320,1607.59,6.2,18.17
AB1535W,6905483,17/03/2024,3,2024,PLT,136.461,130,26022.5,95,25927.59,24700,1227.59,4.7,13.87
AB1535W,6905493,17/03/2024,3,2024,PLT,136.461,135,26022.5,95,25927.59,25650,277.59,1.1,3.14
AB1535W,6905503,17/03/2024,3,2024,PLT,136.461,124,26022.5,95,25927.59,23560,2367.59,9.1,26.75
MR6151U,6905513,17/03/2024,3,2024,PLT,137.658,129,26250,95,26155.02,24510,1645.02,6.3,18.1
ZT7261T,6905523,17/03/2024,3,2024,PLT,136.183,120,25969.7,95,25874.77,22800,3074.77,11.9,31.67
BP3944H,6905533,17/03/2024,3,2024,PLT,918.378,830,203583.08,1540,202043.16,182600,19443.16,9.6,229.43
BP3944H,6905543,17/03/2024,3,2024,PLT,918.378,937,203583.08,1540,202043.16,206140,4096.84,-2,-48.34
BP3944H,6905553,17/03/2024,3,2024,PLT,918.378,893,203583.08,1540,202043.16,196460,5583.16,2.8,65.88
BP3944H,6905563,17/03/2024,3,2024,PLT,918.378,944,203583.08,1540,202043.16,207680,5636.84,-2.8,-66.51
AJ1887U,6905573,17/03/2024,3,2024,PLT,925.943,821,213128,161,212966.89,188830,24136.89,11.3,234.13
FG2953V,6905583,17/03/2024,3,2024,PLT,1221.872,913,220081,144,219936.96,164340,55596.96,25.3,1100.82
EL1980J,6905593,17/03/2024,3,2024,PLT,115.379,96,26652.25,115,26537.17,22080,4457.17,16.8,58.83
LL4597N,6905603,17/03/2024,3,2024,PLT,346.522,323,62464.02,90,62373.96,58140,4233.96,6.8,74.09
KG5732C,6905613,17/03/2024,3,2024,PLT,649.432,660,123525.058,133,123392.08,125400,2007.92,-1.6,-43.77
KG5732C,6905623,17/03/2024,3,2024,PLT,649.432,684,123525.058,133,123392.08,129960,6567.92,-5.3,-143.18
PT4146F,6905633,17/03/2024,3,2024,PLT,870.364,846,157925.492,1260,156665.52,152280,4385.52,2.8,74.99
PT4146F,6905643,17/03/2024,3,2024,PLT,870.364,803,157925.492,1260,156665.52,144540,12125.52,7.7,207.35
PT4146F,6905653,17/03/2024,3,2024,PLT,870.364,845,157925.492,1260,156665.52,152100,4565.52,2.9,78.07
YJ1010S,6905663,17/03/2024,3,2024,PLT,1085.926,1135,206478,152,206325.94,215650,9324.06,-4.5,-100.7
JY8910V,6905673,17/03/2024,3,2024,PLT,285.725,226,51520.451,90,51430.5,40680,10750.5,20.9,252.64
JY8910V,6905683,17/03/2024,3,2024,PLT,285.725,233,51520.451,90,51430.5,41940,9490.5,18.5,223.03
BS9035V,6905693,17/03/2024,3,2024,PAK,665.618,700,113274,119,113155.06,119000,5844.94,-5.2,-149.05
BS9035V,6905703,17/03/2024,3,2024,PAK,665.618,624,113274,119,113155.06,106080,7075.06,6.3,180.41
JM1441K,6905713,18/03/2024,3,2024,PLT,1865.131,1686,337163.49,1440,335723.58,303480,32243.58,9.6,503
GU2783J,6905723,18/03/2024,3,2024,PLT,1080.187,980,196413.6,1980,194433.66,176400,18033.66,9.3,266.9
IR3867R,6905733,18/03/2024,3,2024,PLT,57.195,48,10924.1,57,10867.05,9120,1747.05,16.1,27.25
TQ9608P,6905743,18/03/2024,3,2024,PLT,1100.171,1082,209184.4,152,209032.49,205580,3452.49,1.7,40.74
GF2716Q,6905753,18/03/2024,3,2024,PLT,1143.544,867,207278,1440,205837.92,156060,49777.92,24.2,597.34
JQ7006J,6905763,18/03/2024,3,2024,PLT,1588.954,1535,415208,2080,413128.04,399100,14028.04,3.4,134.67
JQ7006J,6905773,18/03/2024,3,2024,PLT,1588.954,1517,415208,2080,413128.04,394420,18708.04,4.5,179.6
ER5186B,6905783,18/03/2024,3,2024,PLT,806.537,776,153375,133,153242.03,147440,5802.03,3.8,58.6
NI2398W,6905793,18/03/2024,3,2024,PLT,147.518,131,26643.25,90,26553.24,23580,2973.24,11.2,44.9
NI2398W,6905803,18/03/2024,3,2024,PLT,147.518,133,26643.25,90,26553.24,23940,2613.24,9.8,39.46
IY0225F,6905813,18/03/2024,3,2024,PLT,1101.158,1151,210740,1520,209220.02,218690,9469.98,-4.5,-117.43
OS3772T,6905823,18/03/2024,3,2024,PLT,55.559,40,10651.2,95,10556.21,7600,2956.21,28,33.41
FG2953V,6905833,18/03/2024,3,2024,PLT,1221.872,1090,220081,144,219936.96,196200,23736.96,10.8,469.99
JE3805V,6905843,18/03/2024,3,2024,PLT,136.272,130,25986.75,95,25891.68,24700,1191.68,4.6,13.47
DF0683I,6905853,18/03/2024,3,2024,PLT,99.025,85,17914.43,90,17824.5,15300,2524.5,14.2,36.86
QJ4003A,6905863,18/03/2024,3,2024,PLT,92.553,89,17680,95,17585.07,16910,675.07,3.8,8.3
OR0171G,6905873,18/03/2024,3,2024,PLT,1151.622,820,207436,144,207291.96,147600,59691.96,28.8,1295.32
EJ7514O,6905883,18/03/2024,3,2024,PLT,137.658,128,26250,95,26155.02,24320,1835.02,7,22.39
RD5975P,6905893,18/03/2024,3,2024,PLT,332.445,335,59966.11,126,59840.1,60300,459.9,-0.8,-13.29
KG5732C,6905903,18/03/2024,3,2024,PLT,649.432,677,123525.058,133,123392.08,128630,5237.92,-4.2,-114.19
KG5732C,6905913,18/03/2024,3,2024,PLT,649.432,404,123525.058,133,123392.08,76760,46632.08,37.8,1016.58
PT4146F,6905923,18/03/2024,3,2024,PLT,870.364,812,157925.492,1260,156665.52,146160,10505.52,6.7,179.64
PT4146F,6905933,18/03/2024,3,2024,PLT,870.364,849,157925.492,1260,156665.52,152820,3845.52,2.5,65.76
PT4146F,6905943,18/03/2024,3,2024,PLT,870.364,845,157925.492,1260,156665.52,152100,4565.52,2.9,78.07
UY7440L,6905953,18/03/2024,3,2024,PLT,352.974,326,63733.394,198,63535.32,58680,4855.32,7.6,115.56
BT2341N,6905963,18/03/2024,3,2024,PAK,119.441,97,20390,85,20304.97,16490,3814.97,18.8,42.35
SA2071C,6905973,18/03/2024,3,2024,PAK,348.465,319,59460,221,59239.05,54230,5009.05,8.5,105.69
MB2032F,6905983,21/03/2024,3,2024,PLT,905.563,644,164261.25,1260,163001.34,115920,47081.34,28.9,743.89
AE9492A,6905993,21/03/2024,3,2024,PLT,299,254,54720,900,53820,45720,8100,15.1,119.07
VS9358F,6906003,21/03/2024,3,2024,PLT,1081.067,930,196572,1980,194592.06,167400,27192.06,14,394.28
JM1441K,6906013,21/03/2024,3,2024,PLT,1865.131,1743,337163.49,1440,335723.58,313740,21983.58,6.5,342.94
JM1441K,6906023,21/03/2024,3,2024,PLT,1865.131,1760,337163.49,1440,335723.58,316800,18923.58,5.6,295.21
UL5050K,6906033,21/03/2024,3,2024,PLT,298.804,264,54684.75,900,53784.72,47520,6264.72,11.6,96.48
YQ5607V,6906043,21/03/2024,3,2024,PLT,1214.589,991,220066,1440,218626.02,178380,40246.02,18.4,841.14
HY6856M,6906053,21/03/2024,3,2024,PLT,115.375,114,22871.3,950,21921.25,21660,261.25,1.2,4.7
CI3726D,6906063,21/03/2024,3,2024,PLT,941.986,872,169683.42,126,169557.48,156960,12597.48,7.4,225.49
WS4394K,6906073,21/03/2024,3,2024,PLT,208.312,163,54291.165,130,54161.12,42380,11781.12,21.8,139.02
CT1716F,6906083,21/03/2024,3,2024,PLT,908.957,796,163738.2,126,163612.26,143280,20332.26,12.4,309.05
RF4956X,6906093,21/03/2024,3,2024,PLT,606.78,544,109346.322,126,109220.4,97920,11300.4,10.3,178.55
PM5532E,6906103,21/03/2024,3,2024,PLT,138.764,138,26460.2,95,26365.16,26220,145.16,0.6,3.34
VF5276R,6906113,21/03/2024,3,2024,PLT,911.977,663,164281.8,126,164155.86,119340,44815.86,27.3,712.57
JE1645Q,6906123,21/03/2024,3,2024,PLT,272.505,234,54661.05,160,54501,46800,7701,14.1,133.23
EI0909S,6906133,21/03/2024,3,2024,PLT,272.014,228,54502.82,100,54402.8,45600,8802.8,16.2,151.41
YW6837P,6906143,21/03/2024,3,2024,PLT,419.823,364,109336,182,109153.98,94640,14513.98,13.3,193.04
YW6837P,6906153,21/03/2024,3,2024,PLT,419.823,339,109336,182,109153.98,88140,21013.98,19.3,279.49
VR7805R,6906163,21/03/2024,3,2024,PLT,108.903,90,21940.6,160,21780.6,18000,3780.6,17.4,67.29
IV4853K,6906173,21/03/2024,3,2024,PAK,63.413,48,10899.155,119,10780.21,8160,2620.21,24.3,44.02
JQ7006J,6906183,21/03/2024,3,2024,PLT,1588.954,1516,415208,2080,413128.04,394160,18968.04,4.6,182.09
JQ7006J,6906193,21/03/2024,3,2024,PLT,1588.954,1438,415208,2080,413128.04,373880,39248.04,9.5,376.78
UU5151Q,6906203,21/03/2024,3,2024,PLT,94.165,81,17986.365,95,17891.35,15390,2501.35,14,33.02
