Material,Batch,End Date,Period,Year,U.O.M.,Theoretical Yield,G.R.Qty,Total Input in ML,QC Qty (ML),Theoretical Yield(ML),G.R.Qty(ML),Waste in ML,% Waste loss,Waste Total Cost
EL1980J,6895633,09/02/2024,2,2024,PLT,115.379,103,26652.25,115,26537.17,23690,2847.17,10.7,37.58
JH5406A,6895643,09/02/2024,2,2024,PLT,907.217,823,163425,126,163299.06,148140,15159.06,9.3,324.4
JH5406A,6895653,09/02/2024,2,2024,PLT,907.217,832,163425,126,163299.06,149760,13539.06,8.3,289.74
QY7604W,6895663,09/02/2024,2,2024,PLT,343.217,313,61905,126,61779.06,56340,5439.06,8.8,79.95
MK4982E,6895673,09/02/2024,2,2024,PLT,37.595,50,7200,57,7143.05,9500,2356.95,-33,-32.53
RD5975P,6895683,09/02/2024,2,2024,PLT,332.445,316,59966.11,126,59840.1,56880,2960.1,4.9,85.55
YJ1010S,6895693,09/02/2024,2,2024,PLT,1085.926,1114,206478,152,206325.94,211660,5334.06,-2.6,-57.61
YA1133E,6895703,09/02/2024,2,2024,PLT,124.638,109,22524.82,90,22434.84,19620,2814.84,12.5,52.64
VN2693P,6895713,09/02/2024,2,2024,PAK,1236.847,1120,210400,136,210263.99,190400,19863.99,9.4,284.06
MW3029Y,6895723,09/02/2024,2,2024,PAK,929.3,852,158100,119,157981,144840,13141,8.3,155.06
SA2071C,6895733,09/02/2024,2,2024,PAK,698.229,680,118920,221,118698.93,115600,3098.93,2.6,65.39
LU1488S,6895743,09/02/2024,2,2024,PAK,1858.671,1779,316110,136,315974.07,302430,13544.07,4.3,185.55
DY9426M,6895753,09/02/2024,2,2024,PAK,1255.624,1158,213728,272,213456.08,196860,16596.08,7.8,220.73
XT8427Y,6895763,09/02/2024,2,2024,PAK,1210.094,1008,205852,136,205715.98,171360,34355.98,16.7,494.73
BS9035V,6895773,09/02/2024,2,2024,PAK,665.618,611,113274,119,113155.06,103870,9285.06,8.2,236.77
BS9035V,6895783,09/02/2024,2,2024,PAK,665.618,650,113274,119,113155.06,110500,2655.06,2.3,67.7
BS9035V,6895793,09/02/2024,2,2024,PAK,665.618,0,113274,119,113155.06,0,113155.06,100,2885.45
TM8121L,6895803,09/02/2024,2,2024,PAK,723.897,629,123181.44,119,123062.49,106930,16132.49,13.1,282.32
JM1441K,6895813,10/02/2024,2,2024,PLT,1865.131,1751,337163.49,1440,335723.58,315180,20543.58,6.1,320.48
JM1441K,6895823,10/02/2024,2,2024,PLT,1865.131,1860,337163.49,1440,335723.58,334800,923.58,0.3,14.41
JM1441K,6895833,10/02/2024,2,2024,PLT,1865.131,1715,337163.49,1440,335723.58,308700,27023.58,8,421.57
JM1441K,6895843,10/02/2024,2,2024,PLT,1865.131,1238,337163.49,1440,335723.58,222840,112883.58,33.6,1760.98
ON0348A,6895853,10/02/2024,2,2024,PLT,969.895,976,175841.16,1260,174581.1,175680,1098.9,-0.6,-19.56
ON0348A,6895863,10/02/2024,2,2024,PLT,969.895,897,175841.16,1260,174581.1,161460,13121.1,7.5,233.56
CP7578K,6895873,10/02/2024,2,2024,PLT,58.666,50,11716.5,570,11146.54,9500,1646.54,14.8,40.67
SQ1707I,6895883,10/02/2024,2,2024,PLT,946.797,842,171683.37,1260,170423.46,151560,18863.46,11.1,348.97
RF4956X,6895893,10/02/2024,2,2024,PLT,303.24,272,54673.161,90,54583.2,48960,5623.2,10.3,88.85
UA3908A,6895903,10/02/2024,2,2024,PLT,306.289,238,55222.071,90,55132.02,42840,12292.02,22.3,236.01
YW6837P,6895913,10/02/2024,2,2024,PLT,419.823,334,109336,182,109153.98,86840,22313.98,20.4,296.78
YW6837P,6895923,10/02/2024,2,2024,PLT,419.823,333,109336,182,109153.98,86580,22573.98,20.7,300.23
BG2424L,6895933,10/02/2024,2,2024,PAK,226.322,174,38559.7,85,38474.74,29580,8894.74,23.1,301.53
IV4853K,6895943,10/02/2024,2,2024,PAK,63.413,46,10899.155,119,10780.21,7820,2960.21,27.5,49.73
GF2716Q,6895953,10/02/2024,2,2024,PLT,1719.317,1719,310917,1440,309477.06,309420,57.06,0,0.68
JQ7006J,6895963,10/02/2024,2,2024,PLT,1588.954,1445,415208,2080,413128.04,375700,37428.04,9.1,359.31
JQ7006J,6895973,10/02/2024,2,2024,PLT,1588.954,1475,415208,2080,413128.04,383500,29628.04,7.2,284.43
IO5454K,6895983,10/02/2024,2,2024,PLT,65.348,58,12511.2,95,12416.12,11020,1396.12,11.2,20.8
AJ1887U,6895993,10/02/2024,2,2024,PLT,925.943,783,213128,161,212966.89,180090,32876.89,15.4,318.91
FQ2791P,6896003,10/02/2024,2,2024,PLT,584.734,449,154890.9,2860,152030.84,116740,35290.84,23.2,310.56
GZ3266K,6896013,10/02/2024,2,2024,PLT,68.729,59,17999.43,130,17869.54,15340,2529.54,14.2,25.55
JU5516Q,6896023,10/02/2024,2,2024,PLT,148.805,131,28425,152,28272.95,24890,3382.95,12,119.08
IM3636Z,6896033,10/02/2024,2,2024,PLT,55.577,39,10449,56.1,10392.899,7293,3099.899,29.8,37.51
QJ4003A,6896043,10/02/2024,2,2024,PLT,54.237,39,10400,95,10305.03,7410,2895.03,28.1,35.61
ES3930L,6896053,10/02/2024,2,2024,PLT,337.672,340,64290.72,133,64157.68,64600,442.32,-0.7,-6.86
RD5975P,6896063,10/02/2024,2,2024,PLT,332.445,312,59966.11,126,59840.1,56160,3680.1,6.1,106.35
RD5975P,6896073,10/02/2024,2,2024,PLT,332.445,300,59966.11,126,59840.1,54000,5840.1,9.8,168.78
PT4146F,6896083,10/02/2024,2,2024,PLT,870.364,856,157925.492,1260,156665.52,154080,2585.52,1.7,44.21
PT4146F,6896093,10/02/2024,2,2024,PLT,870.364,876,157925.492,1260,156665.52,157680,1014.48,-0.6,-17.35
PT4146F,6896103,10/02/2024,2,2024,PLT,870.364,840,157925.492,1260,156665.52,151200,5465.52,3.5,93.46
YJ1010S,6896113,10/02/2024,2,2024,PLT,1085.926,859,206478,152,206325.94,163210,43115.94,20.9,465.65
ZT5733A,6896123,10/02/2024,2,2024,PLT,337.283,310,64216.8,133,64083.77,58900,5183.77,8.1,58.58
JW3722P,6896133,10/02/2024,2,2024,PLT,291.449,211,52550.753,90,52460.82,37980,14480.82,27.6,411.26
JW3722P,6896143,10/02/2024,2,2024,PLT,291.449,231,52550.753,90,52460.82,41580,10880.82,20.7,309.02
JY8910V,6896153,10/02/2024,2,2024,PLT,285.725,199,51520.451,90,51430.5,35820,15610.5,30.4,366.85
SX0386C,6896163,10/02/2024,2,2024,PAK,938,865,159579,119,159460,147050,12410,7.8,269.3
SX0386C,6896173,10/02/2024,2,2024,PAK,938,870,159579,119,159460,147900,11560,7.2,250.85
TM8121L,6896183,10/02/2024,2,2024,PAK,723.897,660,123181.44,119,123062.49,112200,10862.49,8.8,190.09
ON0348A,6896193,11/02/2024,2,2024,PLT,969.895,907,175841.16,1260,174581.1,163260,11321.1,6.5,201.52
BF7677I,6896203,11/02/2024,2,2024,PLT,140.053,133,27125,935,26189.911,24871,1318.911,5,24.27
BV5115K,6896213,11/02/2024,2,2024,PLT,83.277,73,21781.9,130,21652.02,18980,2672.02,12.3,31.8
RF4956X,6896223,11/02/2024,2,2024,PLT,606.78,472,109346.322,126,109220.4,84960,24260.4,22.2,383.31
MS4740W,6896233,11/02/2024,2,2024,PLT,809.674,787,145867.29,126,145741.32,141660,4081.32,2.8,77.14
YW6837P,6896243,11/02/2024,2,2024,PLT,419.823,366,109336,182,109153.98,95160,13993.98,12.8,186.12
YW6837P,6896253,11/02/2024,2,2024,PLT,419.823,376,109336,182,109153.98,97760,11393.98,10.4,151.54
YW6837P,6896263,11/02/2024,2,2024,PLT,419.823,351,109336,182,109153.98,91260,17893.98,16.4,237.99
YW6837P,6896273,11/02/2024,2,2024,PLT,419.823,362,109336,182,109153.98,94120,15033.98,13.8,199.95
GF2716Q,6896283,11/02/2024,2,2024,PLT,1719.317,1643,310917,1440,309477.06,295740,13737.06,4.4,164.84
XX1537S,6896293,11/02/2024,2,2024,PLT,328.002,306,62453.4,133,62320.38,58140,4180.38,6.7,45.15
RO7331C,6896303,11/02/2024,2,2024,PLT,2365.667,2247,426108,288,425820.06,404460,21360.06,5,260.59
MR6151U,6896313,11/02/2024,2,2024,PLT,137.658,131,26250,95,26155.02,24890,1265.02,4.8,13.92
ZT7261T,6896323,11/02/2024,2,2024,PLT,138.375,135,25969.7,93.5,25876.125,25245,631.125,2.4,6.56
QP6157U,6896333,11/02/2024,2,2024,PLT,92.764,86,17720.12,95,17625.16,16340,1285.16,7.3,15.04
XC0105N,6896343,11/02/2024,2,2024,PLT,145.799,131,27796.75,95,27701.81,24890,2811.81,10.2,80.14
RD5975P,6896353,11/02/2024,2,2024,PLT,332.445,320,59966.11,126,59840.1,57600,2240.1,3.7,64.74
VW4384W,6896363,11/02/2024,2,2024,PLT,851.574,863,159450,205.7,159244.338,161381,2136.662,-1.3,-36.96
VW4384W,6896373,11/02/2024,2,2024,PLT,838.111,889,159450,209,159241.09,168910,9668.91,-6.1,-165.34
KG5732C,6896383,11/02/2024,2,2024,PLT,329.581,308,61762.529,130.9,61631.647,57596,4035.647,6.5,89.19
FE6647F,6896393,11/02/2024,2,2024,PLT,90.543,67,20940,115,20824.89,15410,5414.89,26,51.98
JY8910V,6896403,11/02/2024,2,2024,PLT,285.725,230,51520.451,90,51430.5,41400,10030.5,19.5,235.72
JY8910V,6896413,11/02/2024,2,2024,PLT,285.725,174,51520.451,90,51430.5,31320,20110.5,39.1,472.6
SX0386C,6896423,11/02/2024,2,2024,PAK,938,826,159579,119,159460,140420,19040,11.9,413.17
MW3029Y,6896433,11/02/2024,2,2024,PAK,929.3,794,158100,119,157981,134980,23001,14.6,271.41
LU1488S,6896443,11/02/2024,2,2024,PAK,1858.671,1680,316110,136,315974.07,285600,30374.07,9.6,416.12
DY9426M,6896453,11/02/2024,2,2024,PAK,1255.624,1144,213728,272,213456.08,194480,18976.08,8.9,252.38
SC8217N,6896463,11/02/2024,2,2024,PAK,122.16,0,20852.12,85,20767.2,0,20767.2,100,321.89
FX7767B,6896473,11/02/2024,2,2024,PAK,369.535,297,62940,119,62820.95,50490,12330.95,19.6,246.62
BS9035V,6896483,11/02/2024,2,2024,PAK,665.618,634,113274,119,113155.06,107780,5375.06,4.8,137.06
BS9035V,6896493,11/02/2024,2,2024,PAK,665.618,631,113274,119,113155.06,107270,5885.06,5.2,150.07
BS9035V,6896503,11/02/2024,2,2024,PAK,665.618,652,113274,119,113155.06,110840,2315.06,2,59.03
BZ8002W,6896513,11/02/2024,2,2024,PAK,1233.318,1086,209800,136,209664.06,184620,25044.06,11.9,335.59
MB2032F,6896523,14/02/2024,2,2024,PLT,905.563,848,164261.25,1260,163001.34,152640,10361.34,6.4,163.71
GC3069E,6896533,14/02/2024,2,2024,PLT,87.49,84,17295.675,935,16360.63,15708,652.63,4,12.2
AE9492A,6896543,14/02/2024,2,2024,PLT,299,204,54720,900,53820,36720,17100,31.8,251.37
VS9358F,6896553,14/02/2024,2,2024,PLT,1081.067,995,196572,1980,194592.06,179100,15492.06,8,224.63
BY2563M,6896563,14/02/2024,2,2024,PLT,79.5,73,16055,950,15105,13870,1235,8.2,17.91
JZ3694M,6896573,14/02/2024,2,2024,PLT,51.929,47,10816.6,950,9866.51,8930,936.51,9.5,14.42
UL5050K,6896583,14/02/2024,2,2024,PLT,298.804,228,54684.75,900,53784.72,41040,12744.72,23.7,196.27
SQ1707I,6896593,14/02/2024,2,2024,PLT,946.797,884,171683.37,1260,170423.46,159120,11303.46,6.6,209.11
YQ5607V,6896603,14/02/2024,2,2024,PLT,1214.589,1104,220066,1440,218626.02,198720,19906.02,9.1,416.04
CI3726D,6896613,14/02/2024,2,2024,PLT,941.986,896,169683.42,126,169557.48,161280,8277.48,4.9,148.17
WS4394K,6896623,14/02/2024,2,2024,PLT,208.312,180,54291.165,130,54161.12,46800,7361.12,13.6,86.86
NT1489L,6896633,14/02/2024,2,2024,PLT,116.097,94,21803.6,93.5,21710.139,17578,4132.139,19,66.53
CT1716F,6896643,14/02/2024,2,2024,PLT,908.957,815,163738.2,126,163612.26,146700,16912.26,10.3,257.07
RF4956X,6896653,14/02/2024,2,2024,PLT,606.78,466,109346.322,126,109220.4,83880,25340.4,23.2,400.38
VF5276R,6896663,14/02/2024,2,2024,PLT,911.977,885,164281.8,126,164155.86,159300,4855.86,3,77.21
DM9609U,6896673,14/02/2024,2,2024,PLT,124.415,40,28730.5,115,28615.45,9200,19415.45,67.8,409.67
JE1645Q,6896683,14/02/2024,2,2024,PLT,272.505,228,54661.05,160,54501,45600,8901,16.3,153.99
ZD2214Q,6896693,14/02/2024,2,2024,PLT,944.245,891,170090.16,126,169964.1,160380,9584.1,5.6,143.76
VL0646O,6896703,14/02/2024,2,2024,PLT,208.508,197,41801.514,100,41701.6,39400,2301.6,5.5,137.18
VD1915C,6896713,14/02/2024,2,2024,PLT,213.461,204,42852.2,160,42692.2,40800,1892.2,4.4,24.98
RJ0828L,6896723,14/02/2024,2,2024,PLT,1151.367,1109,207390,144,207246.06,199620,7626.06,3.7,89.22
TC8027C,6896733,14/02/2024,2,2024,PLT,140.142,133,26300,93.5,26206.554,24871,1335.554,5.1,17.23
NH7826U,6896743,14/02/2024,2,2024,PLT,1163,1082,209484,144,209340,194760,14580,7,215.78
JA5366D,6896753,14/02/2024,2,2024,PLT,369.78,275,66686.4,126,66560.4,49500,17060.4,25.6,203.02
GE2425T,6896763,14/02/2024,2,2024,PLT,139.703,138,26638.5,95,26543.57,26220,323.57,1.2,3.72
GE2425T,6896773,14/02/2024,2,2024,PLT,139.703,119,26638.5,95,26543.57,22610,3933.57,14.8,45.24
XS2710J,6896783,14/02/2024,2,2024,PLT,108.898,88,21879.6,100,21779.6,17600,4179.6,19.2,77.74
UW8901E,6896793,14/02/2024,2,2024,PLT,349.967,322,63120,126,62994.06,57960,5034.06,8,55.88
KB1841S,6896803,14/02/2024,2,2024,PLT,1113.995,1164,211811,152,211659.05,221160,9500.95,-4.5,-108.31
SY8717I,6896813,14/02/2024,2,2024,PLT,137.737,131,25850.25,93.5,25756.819,24497,1259.819,4.9,13.23
UU5151Q,6896823,14/02/2024,2,2024,PLT,94.165,77,17986.365,95,17891.35,14630,3261.35,18.2,43.05
FG2953V,6896833,14/02/2024,2,2024,PLT,1221.872,1144,220081,144,219936.96,205920,14016.96,6.4,277.54
JM1433T,6896843,14/02/2024,2,2024,PLT,134.105,124,25575,95,25479.95,23560,1919.95,7.5,21.31
KA5110O,6896853,14/02/2024,2,2024,PLT,175.393,0,32892,93.5,32798.491,0,32798.491,100,577.25
JU8568U,6896863,14/02/2024,2,2024,PLT,331.461,295,63110.55,133,62977.59,56050,6927.59,11,82.44
VG2135W,6896873,14/02/2024,2,2024,PLT,134.812,128,25709.25,95,25614.28,24320,1294.28,5.1,13.2
DF0683I,6896883,14/02/2024,2,2024,PLT,58.044,43,10537.9,90,10447.92,7740,2707.92,25.9,39.54
LL4597N,6896893,14/02/2024,2,2024,PLT,346.522,310,62464.02,90,62373.96,55800,6573.96,10.5,115.04
JH5406A,6896903,14/02/2024,2,2024,PLT,907.217,850,163425,126,163299.06,153000,10299.06,6.3,220.4
MK4982E,6896913,14/02/2024,2,2024,PLT,37.595,43,7200,57,7143.05,8170,1026.95,-14.4,-14.17
OR0171G,6896923,14/02/2024,2,2024,PLT,2303.244,2253,414872,288,414583.92,405540,9043.92,2.2,196.25
EJ7514O,6896933,14/02/2024,2,2024,PLT,137.658,136,26250,95,26155.02,25840,315.02,1.2,3.84
JO6751Q,6896943,14/02/2024,2,2024,PLT,56.062,34,10746.715,95,10651.78,6460,4191.78,39.4,47.37
QP6157U,6896953,14/02/2024,2,2024,PLT,92.764,75,17720.12,95,17625.16,14250,3375.16,19.1,39.49
ZW1189Q,6896963,14/02/2024,2,2024,PLT,135.638,74,25866.145,95,25771.22,14060,11711.22,45.4,166.3
XO8348Z,6896973,14/02/2024,2,2024,PLT,1198.278,1165,209838.7,140,209698.65,203875,5823.65,2.8,96.09
HC6613Q,6896983,14/02/2024,2,2024,PLT,1154.383,1148,207932.972,144,207788.94,206640,1148.94,0.6,20.34
JW3722P,6896993,14/02/2024,2,2024,PLT,291.449,228,52550.753,90,52460.82,41040,11420.82,21.8,324.35
JW3722P,6897003,14/02/2024,2,2024,PLT,291.449,226,52550.753,90,52460.82,40680,11780.82,22.5,334.58
LU1488S,6897013,14/02/2024,2,2024,PAK,1858.671,1689,316110,136,315974.07,287130,28844.07,9.1,395.16
LU1488S,6897023,14/02/2024,2,2024,PAK,1858.671,1692,316110,136,315974.07,287640,28334.07,9,388.18
CI3726D,6897033,15/02/2024,2,2024,PLT,941.986,770,169683.42,126,169557.48,138600,30957.48,18.3,554.14
CI3726D,6897043,15/02/2024,2,2024,PLT,941.986,781,169683.42,126,169557.48,140580,28977.48,17.1,518.7
VF5276R,6897053,15/02/2024,2,2024,PLT,911.977,688,164281.8,126,164155.86,123840,40315.86,24.6,641.02
MS4740W,6897063,15/02/2024,2,2024,PLT,809.674,788,145867.29,126,145741.32,141840,3901.32,2.7,73.73
EG2772G,6897073,15/02/2024,2,2024,PLT,944.314,883,170102.46,126,169976.52,158940,11036.52,6.5,168.86
SW3835S,6897083,15/02/2024,2,2024,PLT,212.16,185,42592.04,160,42432,37000,5432,12.8,80.39
EN0891Z,6897093,15/02/2024,2,2024,PAK,125.247,93,21377,85,21291.99,15810,5481.99,25.7,127.73
ER5186B,6897103,15/02/2024,2,2024,PLT,806.537,803,153375,133,153242.03,152570,672.03,0.4,6.79
NI2398W,6897113,15/02/2024,2,2024,PLT,147.518,133,26643.25,90,26553.24,23940,2613.24,9.8,39.46
NI2398W,6897123,15/02/2024,2,2024,PLT,147.518,137,26643.25,90,26553.24,24660,1893.24,7.1,28.59
NI2398W,6897133,15/02/2024,2,2024,PLT,147.518,131,26643.25,90,26553.24,23580,2973.24,11.2,44.9
NI2398W,6897143,15/02/2024,2,2024,PLT,147.518,129,26643.25,90,26553.24,23220,3333.24,12.6,50.33
IY0225F,6897153,15/02/2024,2,2024,PLT,1655.737,1694,316110,1520,314590.03,321860,7269.97,-2.3,-90.15
IG7072I,6897163,15/02/2024,2,2024,PLT,1142.476,880,213774,130.9,213643.012,164560,49083.012,23,839.32
FG2953V,6897173,15/02/2024,2,2024,PLT,1221.872,1073,220081,144,219936.96,193140,26796.96,12.2,530.58
UI0963J,6897183,15/02/2024,2,2024,PLT,119.409,112,22839.7,152,22687.71,21280,1407.71,6.2,25.2
KA5110O,6897193,15/02/2024,2,2024,PLT,172.616,168,32892,95,32797.04,31920,877.04,2.7,15.17
JU8568U,6897203,15/02/2024,2,2024,PLT,331.461,311,63110.55,133,62977.59,59090,3887.59,6.2,46.26
HB4287V,6897213,15/02/2024,2,2024,PLT,1817.217,1640,418144,184,417959.91,377200,40759.91,9.8,680.69
HB4287V,6897223,15/02/2024,2,2024,PLT,1817.217,1352,418144,184,417959.91,310960,106999.91,25.6,1786.9
QY7604W,6897233,15/02/2024,2,2024,PLT,343.217,309,61905,126,61779.06,55620,6159.06,10,90.54
MK4982E,6897243,15/02/2024,2,2024,PLT,37.595,48,7200,57,7143.05,9120,1976.95,-27.7,-27.28
ES3930L,6897253,15/02/2024,2,2024,PLT,337.672,274,64290.72,133,64157.68,52060,12097.68,18.9,187.51
YB9771K,6897263,15/02/2024,2,2024,PLT,83.385,70,15686.55,93.5,15592.995,13090,2502.995,16.1,29.54
SX0386C,6897273,15/02/2024,2,2024,PAK,938,880,159579,119,159460,149600,9860,6.2,213.96
SX0386C,6897283,15/02/2024,2,2024,PAK,938,610,159579,119,159460,103700,55760,35,1209.99
SX0386C,6897293,15/02/2024,2,2024,PAK,938,833,159579,119,159460,141610,17850,11.2,387.35
SX0386C,6897303,15/02/2024,2,2024,PAK,938,909,159579,119,159460,154530,4930,3.1,106.98
SX0386C,6897313,15/02/2024,2,2024,PAK,938,842,159579,119,159460,143140,16320,10.2,354.14
SX0386C,6897323,15/02/2024,2,2024,PAK,938,893,159579,119,159460,151810,7650,4.8,166.01
BT2341N,6897333,15/02/2024,2,2024,PAK,119.441,99,20390,85,20304.97,16830,3474.97,17.1,38.57
SA2071C,6897343,15/02/2024,2,2024,PAK,348.465,311,59460,221,59239.05,52870,6369.05,10.8,134.39
SA2071C,6897353,15/02/2024,2,2024,PAK,698.229,561,118920,221,118698.93,95370,23328.93,19.7,492.24
DY9426M,6897363,15/02/2024,2,2024,PAK,1255.624,970,213728,272,213456.08,164900,48556.08,22.7,645.8
DY9426M,6897373,15/02/2024,2,2024,PAK,1255.624,1130,213728,272,213456.08,192100,21356.08,10,284.04
DY9426M,6897383,15/02/2024,2,2024,PAK,1255.624,1156,213728,272,213456.08,196520,16936.08,7.9,225.25
SC8217N,6897393,15/02/2024,2,2024,PAK,122.16,105,20852.12,85,20767.2,17850,2917.2,14,45.22
SC8217N,6897403,15/02/2024,2,2024,PAK,122.16,82,20852.12,85,20767.2,13940,6827.2,32.9,105.82
FX7767B,6897413,15/02/2024,2,2024,PAK,369.535,312,62940,119,62820.95,53040,9780.95,15.6,195.62
RV9146Z,6897423,15/02/2024,2,2024,PAK,153.479,129,26176.5,85,26091.43,21930,4161.43,15.9,145.65
BS9035V,6897433,15/02/2024,2,2024,PAK,665.618,616,113274,119,113155.06,104720,8435.06,7.5,215.09
BS9035V,6897443,15/02/2024,2,2024,PAK,665.618,620,113274,119,113155.06,105400,7755.06,6.9,197.75
BS9035V,6897453,15/02/2024,2,2024,PAK,665.618,669,113274,119,113155.06,113730,574.94,-0.5,-14.66
JM1441K,6897463,16/02/2024,2,2024,PLT,1865.131,1784,337163.49,1440,335723.58,321120,14603.58,4.3,227.82
JM1441K,6897473,16/02/2024,2,2024,PLT,1865.131,1455,337163.49,1440,335723.58,261900,73823.58,22,1151.65
ON0348A,6897483,16/02/2024,2,2024,PLT,969.895,898,175841.16,1260,174581.1,161640,12941.1,7.4,230.35
HY6856M,6897493,16/02/2024,2,2024,PLT,115.375,107,22871.3,950,21921.25,20330,1591.25,7.3,28.64
CI3726D,6897503,16/02/2024,2,2024,PLT,941.986,908,169683.42,126,169557.48,163440,6117.48,3.6,109.5
IR3867R,6897513,16/02/2024,2,2024,PLT,57.195,49,10924.1,57,10867.05,9310,1557.05,14.3,24.29
UA3908A,6897523,16/02/2024,2,2024,PLT,306.289,190,55222.071,90,55132.02,34200,20932.02,38,401.89
PP8158Y,6897533,16/02/2024,2,2024,PLT,114.699,52,20735.79,90,20645.82,9360,11285.82,54.7,318.26
TQ9608P,6897543,16/02/2024,2,2024,PLT,1100.171,1033,209184.4,152,209032.49,196270,12762.49,6.1,150.6
TQ9608P,6897553,16/02/2024,2,2024,PLT,1100.171,1108,209184.4,152,209032.49,210520,1487.51,-0.7,-17.55
GF2716Q,6897563,16/02/2024,2,2024,PLT,1719.317,1729,310917,1440,309477.06,311220,1742.94,-0.6,-20.92
NK7339N,6897573,16/02/2024,2,2024,PLT,147.939,125,25976.75,87.5,25889.325,21875,4014.325,15.5,56.6
CK8573T,6897583,16/02/2024,2,2024,PLT,120.746,104,21824.2,90,21734.28,18720,3014.28,13.9,51.85
JQ7006J,6897593,16/02/2024,2,2024,PLT,1588.954,1492,415208,2080,413128.04,387920,25208.04,6.1,242
JQ7006J,6897603,16/02/2024,2,2024,PLT,1588.954,1562,415208,2080,413128.04,406120,7008.04,1.7,67.28
JQ7006J,6897613,16/02/2024,2,2024,PLT,1588.954,1585,415208,2080,413128.04,412100,1028.04,0.2,9.87
ER5186B,6897623,16/02/2024,2,2024,PLT,806.537,754,153375,133,153242.03,143260,9982.03,6.5,100.82
AB1535W,6897633,16/02/2024,2,2024,PLT,136.461,127,26022.5,95,25927.59,24130,1797.59,6.9,20.31
AB1535W,6897643,16/02/2024,2,2024,PLT,136.461,92,26022.5,95,25927.59,17480,8447.59,32.6,95.46
AB1535W,6897653,16/02/2024,2,2024,PLT,136.461,118,26022.5,95,25927.59,22420,3507.59,13.5,39.64
AB1535W,6897663,16/02/2024,2,2024,PLT,136.461,128,26022.5,95,25927.59,24320,1607.59,6.2,18.17
UF0513Z,6897673,16/02/2024,2,2024,PLT,338.172,289,63369,130.9,63238.164,54043,9195.164,14.5,131.49
AY2463C,6897683,16/02/2024,2,2024,PLT,136.237,109,25980,95,25885.03,20710,5175.03,20,53.82
JU8568U,6897693,16/02/2024,2,2024,PLT,331.461,296,63110.55,133,62977.59,56240,6737.59,10.7,80.18
CX5753T,6897703,16/02/2024,2,2024,PLT,33.356,24,6394.68,57,6337.64,4560,1777.64,28,35.02
ES3930L,6897713,16/02/2024,2,2024,PLT,676.044,720,128581.44,133,128448.36,136800,8351.64,-6.5,-129.45
LF1420H,6897723,16/02/2024,2,2024,PLT,225.307,162,42226,93.5,42132.409,30294,11838.409,28.1,161
RD5975P,6897733,16/02/2024,2,2024,PLT,332.445,309,59966.11,126,59840.1,55620,4220.1,7.1,121.96
PT4146F,6897743,16/02/2024,2,2024,PLT,870.364,840,157925.492,1260,156665.52,151200,5465.52,3.5,93.46
PT4146F,6897753,16/02/2024,2,2024,PLT,870.364,827,157925.492,1260,156665.52,148860,7805.52,5,133.47
PT4146F,6897763,16/02/2024,2,2024,PLT,870.364,824,157925.492,1260,156665.52,148320,8345.52,5.3,142.71
PT4146F,6897773,16/02/2024,2,2024,PLT,870.364,849,157925.492,1260,156665.52,152820,3845.52,2.5,65.76
PT4146F,6897783,16/02/2024,2,2024,PLT,870.364,867,157925.492,1260,156665.52,156060,605.52,0.4,10.35
JW3722P,6897793,16/02/2024,2,2024,PLT,291.449,229,52550.753,90,52460.82,41220,11240.82,21.4,319.24
JW3722P,6897803,16/02/2024,2,2024,PLT,291.449,155,52550.753,90,52460.82,27900,24560.82,46.8,697.53
JY8910V,6897813,16/02/2024,2,2024,PLT,285.725,229,51520.451,90,51430.5,41220,10210.5,19.9,239.95
JM1441K,6897823,17/02/2024,2,2024,PLT,1865.131,1691,337163.49,1440,335723.58,304380,31343.58,9.3,488.96
JM1441K,6897833,17/02/2024,2,2024,PLT,1865.131,1708,337163.49,1440,335723.58,307440,28283.58,8.4,441.22
ON0348A,6897843,17/02/2024,2,2024,PLT,969.895,904,175841.16,1260,174581.1,162720,11861.1,6.8,211.13
YQ5607V,6897853,17/02/2024,2,2024,PLT,1214.589,1114,220066,1440,218626.02,200520,18106.02,8.3,378.42
RF4956X,6897863,17/02/2024,2,2024,PLT,311.918,257,54673.161,87.5,54585.65,44975,9610.65,17.6,156.65
EI0909S,6897873,17/02/2024,2,2024,PLT,272.014,235,54502.82,100,54402.8,47000,7402.8,13.6,127.33
YW6837P,6897883,17/02/2024,2,2024,PLT,419.823,323,109336,182,109153.98,83980,25173.98,23.1,334.81
YW6837P,6897893,17/02/2024,2,2024,PLT,419.823,357,109336,182,109153.98,92820,16333.98,15,217.24
YW6837P,6897903,17/02/2024,2,2024,PLT,419.823,364,109336,182,109153.98,94640,14513.98,13.3,193.04
EG2772G,6897913,17/02/2024,2,2024,PLT,944.314,727,170102.46,126,169976.52,130860,39116.52,23,598.48
JQ7006J,6897923,17/02/2024,2,2024,PLT,1588.954,1522,415208,2080,413128.04,395720,17408.04,4.2,167.12
JQ7006J,6897933,17/02/2024,2,2024,PLT,1588.954,1364,415208,2080,413128.04,354640,58488.04,14.2,561.49
AB1535W,6897943,17/02/2024,2,2024,PLT,136.461,120,26022.5,95,25927.59,22800,3127.59,12.1,35.34
AB1535W,6897953,17/02/2024,2,2024,PLT,136.461,127,26022.5,95,25927.59,24130,1797.59,6.9,20.31
